label1,user_id,record_date,power_consumption,Month,one,two,three,four,label
4,22,2015/1/1,339,1,1804.277778,3159.255556,2329.111111,833.7111111,class-family
4,29,2015/1/1,330,1,1801.522222,1745.066667,2140.122222,709.9777778,class-family
4,331,2015/1/1,45,1,1789.733333,2366.377778,2588.977778,1112.455556,class-family
8,200,2015/1/1,1,1,1786.888889,5352.588889,5726.688889,3131.544444,class-family
4,1240,2015/1/1,592,1,1784.555556,3049.422222,3086.366667,1643.177778,class-family
4,1421,2015/1/1,949,1,1780.055556,2401.911111,2981.466667,1193.422222,class-family
4,908,2015/1/1,1187,1,1777.966667,3122.922222,2590.644444,1572.966667,class-family
4,1349,2015/1/1,302,1,1774.822222,1502.7,3509.466667,782.1,class-family
4,1370,2015/1/1,174,1,1767.988889,1428.066667,1821.055556,803.9333333,class-family
4,1187,2015/1/1,1119,1,1767.522222,2139.877778,1654.977778,605.2111111,class-family
4,719,2015/1/1,2518,1,1764.855556,1568.711111,1910.322222,770.0777778,class-family
4,878,2015/1/1,165,1,1757.544444,2325.411111,2349.077778,1235.833333,class-family
4,536,2015/1/1,1,1,1750.077778,2587.477778,3943.322222,1447.177778,class-family
4,146,2015/1/1,100,1,1745.344444,1716.722222,1145.633333,1383.122222,class-family
4,354,2015/1/1,954,1,1743.488889,1437.522222,1812.088889,628.6666667,class-family
4,154,2015/1/1,603,1,1733.7,1589.022222,2034.3,944.8777778,class-family
4,992,2015/1/1,1043,1,1732.566667,1645.166667,2172.866667,829.6111111,class-family
8,524,2015/1/1,1,1,1723.922222,6511.855556,4921.877778,3081.333333,class-family
8,473,2015/1/1,1,1,1721.3,1448.911111,1157.122222,2988.4,class-family
4,344,2015/1/1,823,1,1716.733333,2102.433333,2457.366667,1019.444444,class-family
4,8,2015/1/1,621,1,1710.3,1236.588889,1823.811111,602.2,class-family
4,204,2015/1/1,827,1,1706.366667,1024.288889,1801.511111,457.9222222,class-family
4,1232,2015/1/1,257,1,1694.3,1710.222222,1673.088889,533.1222222,class-family
8,527,2015/1/1,1,1,1691.188889,1169.666667,4575.722222,2498.744444,class-family
4,203,2015/1/1,1665,1,1688.144444,1283.322222,1251.166667,547.1555556,class-family
4,178,2015/1/1,429,1,1680.266667,1340.244444,1797.666667,816.6555556,class-family
4,1052,2015/1/1,878,1,1669.722222,2451.855556,2628.911111,934.1,class-family
4,515,2015/1/1,1,1,1668.722222,999.8888889,2709.022222,534.4555556,class-family
4,785,2015/1/1,1118,1,1653.344444,1689.266667,2321.777778,846.3777778,class-family
4,136,2015/1/1,1,1,1639.333333,2830.344444,4906.766667,1321.511111,class-family
4,236,2015/1/1,412,1,1636.244444,885.1555556,1387.855556,435.9222222,class-family
4,903,2015/1/1,991,1,1633.7,1814.933333,2470.288889,988.7111111,class-family
4,310,2015/1/1,1319,1,1631.611111,1225.722222,1424.488889,535.0666667,class-family
4,840,2015/1/1,49,1,1625.122222,2284.988889,1648.877778,1066.677778,class-family
4,1291,2015/1/1,877,1,1624.233333,1425.5,1560.211111,805.4444444,class-family
4,228,2015/1/1,48,1,1623.611111,2648.666667,2789.022222,1236.8,class-family
4,812,2015/1/1,197,1,1616.488889,1339.122222,1536.588889,737.4666667,class-family
4,214,2015/1/1,1152,1,1615.5,1094.433333,1340.166667,464.4777778,class-family
4,18,2015/1/1,967,1,1611.511111,1319.488889,1074.288889,941.7222222,class-family
4,1042,2015/1/1,1218,1,1608.6,1055.833333,1557.766667,649.7777778,class-family
4,1080,2015/1/1,74,1,1605.288889,1805.011111,1995.766667,778.0555556,class-family
4,91,2015/1/1,367,1,1596.788889,1450.111111,1723.766667,737.0888889,class-family
4,558,2015/1/1,1,1,1594.5,838.8555556,1287.266667,668.7555556,class-family
4,1192,2015/1/1,271,1,1578.077778,1533.544444,1500.922222,1303.411111,class-family
4,144,2015/1/1,58,1,1577.522222,1648.788889,2371.177778,825.8222222,class-family
4,1422,2015/1/1,582,1,1568.7,1739.522222,2107.277778,817.6777778,class-family
4,884,2015/1/1,71,1,1567.844444,2426.355556,2330.277778,1118.122222,class-family
4,730,2015/1/1,1376,1,1559.477778,1081.722222,2146.711111,787.5,class-family
4,769,2015/1/1,59,1,1553.911111,1998.9,2236.488889,1118.0,class-family
4,960,2015/1/1,174,1,1536.944444,1965.588889,2195.977778,739.8555556,class-family
4,1278,2015/1/1,473,1,1535.533333,1394.866667,2273.2,643.5,class-family
4,118,2015/1/1,275,1,1533.766667,1058.722222,1949.411111,593.8222222,class-family
4,758,2015/1/1,980,1,1532.877778,924.3444444,1058.433333,412.8888889,class-family
4,105,2015/1/1,7,1,1528.7,2831.877778,2427.333333,1254.2,class-family
4,1281,2015/1/1,1016,1,1523.355556,1163.055556,1245.588889,532.1222222,class-family
4,201,2015/1/1,16,1,1523.222222,2368.822222,2084.011111,880.6333333,class-family
4,1450,2015/1/1,277,1,1522.688889,1052.922222,1608.277778,542.0666667,class-family
4,806,2015/1/1,550,1,1520.033333,1852.722222,1988.688889,871.9,class-family
4,1078,2015/1/1,598,1,1519.944444,922.7888889,1743.422222,519.0555556,class-family
8,1302,2015/1/1,608,1,1500.022222,4290.977778,5862.088889,2353.188889,class-family
4,1369,2015/1/1,225,1,1498.777778,1360.922222,1632.6,691.3111111,class-family
4,1253,2015/1/1,84,1,1494.277778,2382.511111,1416.344444,880.3444444,class-family
4,1437,2015/1/1,718,1,1476.766667,1510.688889,1591.433333,688.8333333,class-family
4,1292,2015/1/1,752,1,1468.111111,1917.833333,1780.044444,858.0888889,class-family
4,829,2015/1/1,555,1,1467.366667,1899.122222,2046.444444,734.7777778,class-family
4,69,2015/1/1,97,1,1465.177778,2882.411111,2621.433333,2114.366667,class-family
4,740,2015/1/1,601,1,1462.255556,1040.688889,1659.755556,499.6,class-family
4,388,2015/1/1,126,1,1458.655556,1267.988889,1704.133333,814.6222222,class-family
4,1429,2015/1/1,283,1,1458.322222,2176.077778,2086.366667,1139.622222,class-family
4,817,2015/1/1,131,1,1450.777778,2356.833333,2456.144444,1153.188889,class-family
4,57,2015/1/1,172,1,1434.788889,1372.077778,1948.622222,563.4777778,class-family
4,925,2015/1/1,202,1,1434.055556,2155.2,1648.022222,250.0,class-family
4,928,2015/1/1,20,1,1426.255556,2415.644444,3168.177778,1438.988889,class-family
4,1199,2015/1/1,1764,1,1424.388889,2875.422222,2266.933333,1091.477778,class-family
4,96,2015/1/1,507,1,1422.877778,1893.5,2449.6,916.0888889,class-family
4,1082,2015/1/1,447,1,1407.622222,1352.322222,2681.366667,724.0111111,class-family
4,330,2015/1/1,722,1,1392.766667,965.4,1581.888889,798.5777778,class-family
4,161,2015/1/1,419,1,1392.622222,1208.144444,1726.577778,632.6777778,class-family
4,180,2015/1/1,228,1,1389.133333,797.6777778,1489.7,417.0444444,class-family
4,231,2015/1/1,509,1,1378.522222,1066.366667,1927.722222,525.7555556,class-family
4,1075,2015/1/1,256,1,1375.322222,2242.488889,2066.111111,1157.711111,class-family
4,736,2015/1/1,869,1,1374.855556,1418.244444,1878.844444,723.4444444,class-family
4,1096,2015/1/1,591,1,1374.522222,1480.6,2211.111111,861.3888889,class-family
4,119,2015/1/1,1305,1,1373.022222,1405.188889,1403.044444,937.2222222,class-family
4,1275,2015/1/1,396,1,1370.211111,2314.777778,2827.033333,1268.822222,class-family
4,250,2015/1/1,869,1,1368.344444,1051.544444,1389.022222,528.4555556,class-family
4,1395,2015/1/1,1412,1,1362.177778,977.6777778,972.0111111,445.3222222,class-family
4,1204,2015/1/1,258,1,1360.777778,1292.222222,1853.677778,589.5,class-family
4,804,2015/1/1,420,1,1351.644444,1697.411111,860.0222222,365.4,class-family
4,470,2015/1/1,195,1,1350.0,1150.833333,936.9111111,381.3,class-family
4,230,2015/1/1,209,1,1348.922222,1008.9,1142.9,573.6888889,class-family
4,1135,2015/1/1,243,1,1348.4,1958.222222,2465.988889,1112.422222,class-family
4,922,2015/1/1,4,1,1343.488889,1370.811111,2391.977778,559.6666667,class-family
4,995,2015/1/1,566,1,1339.422222,1801.355556,2380.244444,844.4666667,class-family
4,949,2015/1/1,100,1,1338.155556,1442.422222,1374.488889,810.2888889,class-family
4,1005,2015/1/1,420,1,1322.522222,839.2777778,1489.022222,408.6555556,class-family
4,1143,2015/1/1,70,1,1319.988889,1733.833333,1738.444444,737.4222222,class-family
4,1056,2015/1/1,113,1,1307.444444,2204.911111,1663.355556,748.6111111,class-family
4,1085,2015/1/1,186,1,1306.9,1486.977778,1253.022222,630.9111111,class-family
4,1095,2015/1/1,557,1,1304.144444,1578.433333,1757.066667,814.4555556,class-family
4,1184,2015/1/1,1033,1,1303.277778,1231.233333,1716.866667,585.3666667,class-family
4,893,2015/1/1,216,1,1301.977778,1921.755556,2064.611111,1007.666667,class-family
4,211,2015/1/1,759,1,1301.911111,1180.322222,1630.022222,553.3111111,class-family
4,281,2015/1/1,992,1,1299.811111,942.0111111,2063.544444,560.8888889,class-family
4,1265,2015/1/1,31,1,1295.966667,1730.422222,1810.3,994.9555556,class-family
4,160,2015/1/1,1032,1,1291.588889,1080.8,1516.622222,523.9888889,class-family
4,703,2015/1/1,431,1,1290.755556,700.2555556,1288.611111,373.6222222,class-family
4,1119,2015/1/1,1654,1,1285.444444,2098.455556,1683.511111,1012.777778,class-family
4,1040,2015/1/1,558,1,1280.088889,828.1111111,1161.2,306.6777778,class-family
4,732,2015/1/1,1484,1,1277.955556,1057.788889,1254.6,364.8666667,class-family
4,752,2015/1/1,244,1,1268.577778,1574.711111,1795.833333,1146.211111,class-family
4,1252,2015/1/1,793,1,1267.944444,1101.611111,844.1555556,413.1,class-family
4,1171,2015/1/1,261,1,1267.766667,1615.866667,2226.844444,767.8222222,class-family
4,408,2015/1/1,1,1,1254.922222,2051.688889,1636.611111,253.6222222,class-family
4,95,2015/1/1,475,1,1250.222222,1017.633333,1049.577778,718.6222222,class-family
4,1351,2015/1/1,195,1,1249.833333,1864.011111,3080.944444,1202.044444,class-family
4,1093,2015/1/1,371,1,1246.822222,1373.933333,1545.455556,770.3111111,class-family
4,1011,2015/1/1,525,1,1237.8,697.3555556,1031.133333,411.2777778,class-family
4,910,2015/1/1,573,1,1228.011111,1548.911111,1968.044444,713.0666667,class-family
4,871,2015/1/1,615,1,1222.477778,1878.344444,2485.2,1413.022222,class-family
4,887,2015/1/1,299,1,1219.388889,1039.977778,1063.3,615.8,class-family
4,260,2015/1/1,202,1,1216.622222,1592.477778,1423.8,905.6888889,class-family
4,1152,2015/1/1,86,1,1210.0,1346.1,1421.244444,520.8333333,class-family
4,1089,2015/1/1,1209,1,1208.811111,1214.833333,1038.0,771.9666667,class-family
4,983,2015/1/1,1005,1,1206.677778,935.9111111,1562.477778,582.9111111,class-family
4,1454,2015/1/1,976,1,1196.3,2811.7,2014.677,760.2111,class-family
4,153,2015/1/1,1915,1,1195.166667,1451.155556,2328.288889,726.8,class-family
4,108,2015/1/1,352,1,1191.311111,1592.733333,1638.611111,803.6888889,class-family
4,1150,2015/1/1,450,1,1189.111111,1668.288889,1978.633333,802.6555556,class-family
4,565,2015/1/1,1,1,1183.922222,1142.888889,1218.277778,714.4444444,class-family
4,1427,2015/1/1,902,1,1181.366667,1798.211111,1766.977778,822.4888889,class-family
4,1320,2015/1/1,740,1,1179.522222,789.1777778,785.8888889,368.5555556,class-family
4,889,2015/1/1,67,1,1177.244444,1249.277778,1182.666667,421.3888889,class-family
4,1288,2015/1/1,398,1,1176.588889,1241.0,1039.611111,472.3111111,class-family
4,324,2015/1/1,205,1,1174.688889,1787.966667,1503.988889,617.4222222,class-family
4,242,2015/1/1,310,1,1165.0,1154.933333,1838.322222,448.3555556,class-family
4,708,2015/1/1,1716,1,1158.377778,825.8444444,632.0888889,377.6666667,class-family
4,1170,2015/1/1,196,1,1157.955556,1166.233333,1090.6,441.7111111,class-family
4,1298,2015/1/1,1668,1,1157.666667,1062.944444,489.7777778,263.4222222,class-family
4,961,2015/1/1,791,1,1154.433333,1500.0,1047.122222,676.7555556,class-family
4,706,2015/1/1,90,1,1150.644444,1911.766667,1799.4,877.8,class-family
4,179,2015/1/1,31,1,1149.766667,1712.3,1589.944444,839.4888889,class-family
4,912,2015/1/1,164,1,1143.888889,1712.844444,1919.577778,1282.711111,class-family
4,1012,2015/1/1,308,1,1136.077778,763.4555556,1198.688889,345.7888889,class-family
4,828,2015/1/1,128,1,1134.855556,1675.5,1746.977778,727.4,class-family
4,1347,2015/1/1,57,1,1128.922222,1911.533333,1893.511111,727.4333333,class-family
4,1024,2015/1/1,157,1,1123.733333,946.8333333,1449.911111,629.1555556,class-family
4,1244,2015/1/1,318,1,1120.177778,992.8111111,1276.888889,727.5222222,class-family
4,11,2015/1/1,642,1,1116.222222,1366.7,1504.588889,491.2666667,class-family
4,1155,2015/1/1,124,1,1107.011111,1526.6,1361.644444,668.9,class-family
4,1145,2015/1/1,1,1,1104.288889,1819.144444,2386.377778,1046.533333,class-family
8,600,2015/1/1,1,1,1094.055556,4202.366667,4574.6,1.011111111,class-family
4,1003,2015/1/1,297,1,1090.355556,1727.722222,1790.688889,758.6111111,class-family
4,1021,2015/1/1,843,1,1080.7,639.5111111,1138.077778,319.8888889,class-family
4,110,2015/1/1,543,1,1076.544444,1288.011111,1236.566667,414.5,class-family
0,1382,2015/1/1,609,1,1071.222222,1247.0,1294.955556,618.5444444,class-family
4,305,2015/1/1,629,1,1068.844444,578.7666667,708.6444444,285.6444444,class-family
4,1306,2015/1/1,263,1,1068.466667,682.7333333,914.8222222,331.7888889,class-family
4,1400,2015/1/1,401,1,1061.611111,948.9666667,1388.2,467.8666667,class-family
4,1182,2015/1/1,279,1,1057.444444,1496.444444,1288.377778,606.4222222,class-family
4,223,2015/1/1,181,1,1054.844444,1717.633333,2015.955556,1644.388889,class-family
4,750,2015/1/1,302,1,1053.877778,1272.188889,1803.233333,669.0,class-family
4,5,2015/1/1,156,1,1048.388889,2009.133333,2805.377778,1559.366667,class-family
4,368,2015/1/1,35,1,1043.755556,2604.588889,2320.911111,779.0555556,class-family
4,815,2015/1/1,573,1,1041.911111,1122.833333,1601.3,622.9333333,class-family
4,1315,2015/1/1,158,1,1040.122222,1747.088889,2171.522222,794.2444444,class-family
4,763,2015/1/1,163,1,1038.666667,1466.933333,1829.622222,717.0,class-family
4,1064,2015/1/1,201,1,1037.633333,744.8555556,2124.866667,462.5888889,class-family
4,994,2015/1/1,499,1,1033.433333,675.6444444,1020.888889,327.1111111,class-family
4,847,2015/1/1,613,1,1024.311111,1137.244444,1570.677778,583.7555556,class-family
4,104,2015/1/1,77,1,1023.088889,1656.333333,1963.177778,624.4666667,class-family
4,195,2015/1/1,277,1,1020.077778,975.2111111,1285.655556,362.0666667,class-family
4,1444,2015/1/1,309,1,1019.677778,600.6333333,1175.922222,345.4444444,class-family
4,1079,2015/1/1,82,1,1019.511111,1480.788889,1776.733333,629.2666667,class-family
0,1284,2015/1/1,316,1,1019.088889,1317.2,1277.577778,611.0777778,class-family
4,375,2015/1/1,210,1,1018.411111,1030.733333,1833.011111,687.0555556,class-family
4,216,2015/1/1,5,1,1016.166667,1692.911111,1601.311111,848.4333333,class-family
4,1195,2015/1/1,41,1,1015.511111,978.2222222,1409.722222,1119.855556,class-family
4,701,2015/1/1,753,1,1014.944444,701.4444444,653.7666667,367.4777778,class-family
4,1059,2015/1/1,718,1,1011.0,557.8666667,792.8666667,252.1111111,class-family
4,1000,2015/1/1,519,1,1003.211111,1159.144444,1653.2,476.7555556,class-family
4,745,2015/1/1,415,1,1002.4,973.1222222,1343.277778,402.8888889,class-family
0,385,2015/1/1,546,1,999.5777778,1118.788889,1259.222222,531.4111111,class-family
4,135,2015/1/1,293,1,998.9444444,496.5555556,834.1,241.6,class-family
4,1026,2015/1/1,406,1,992.5777778,780.8444444,1098.977778,354.4444444,class-family
4,397,2015/1/1,1,1,992.0444444,1239.522222,1538.455556,789.9555556,class-family
4,143,2015/1/1,814,1,991.6111111,865.2,937.5333333,323.5666667,class-family
0,106,2015/1/1,573,1,989.1,1181.733333,1271.933333,621.1666667,class-family
4,74,2015/1/1,311,1,988.0333333,949.7111111,925.1777778,779.5666667,class-family
4,1425,2015/1/1,13,1,977.7111111,1703.1,1543.022222,553.3666667,class-family
0,798,2015/1/1,82,1,973.0777778,944.8777778,973.5333333,389.4,class-family
4,1136,2015/1/1,154,1,972.7222222,1664.1,1484.633333,624.5777778,class-family
0,1103,2015/1/1,719,1,964.5111111,859.7777778,988.8777778,350.6111111,class-family
4,111,2015/1/1,220,1,963.2222222,633.4111111,998.1666667,312.3666667,class-family
4,877,2015/1/1,42,1,959.5222222,1267.944444,1420.566667,403.4,class-family
4,879,2015/1/1,1,1,955.5888889,897.4222222,1372.966667,856.4777778,class-family
0,1361,2015/1/1,208,1,955.4555556,1151.544444,1320.811111,552.1666667,class-family
0,256,2015/1/1,84,1,952.0111111,967.6333333,960.3444444,601.7888889,class-family
0,954,2015/1/1,244,1,939.7666667,808.2333333,684.3777778,377.0333333,class-family
4,1334,2015/1/1,57,1,936.4888889,1488.3,1505.855556,708.0333333,class-family
4,165,2015/1/1,148,1,936.1,1555.022222,1464.5,371.0111111,class-family
4,1038,2015/1/1,487,1,934.9222222,1122.622222,1595.344444,621.6,class-family
8,526,2015/1/1,1,1,933.0888889,2807.377778,3482.677778,2415.755556,class-family
0,1050,2015/1/1,108,1,932.6333333,1350.166667,1338.233333,634.0222222,class-family
4,66,2015/1/1,197,1,931.0555556,1062.7,1397.1,1262.522222,class-family
4,1017,2015/1/1,621,1,928.0111111,660.9,738.5777778,293.7222222,class-family
0,488,2015/1/1,1068,1,921.8111111,972.2111111,1064.544444,395.9888889,class-family
0,1321,2015/1/1,674,1,921.3555556,886.1222222,1145.166667,458.6444444,class-family
4,258,2015/1/1,720,1,913.2888889,543.1666667,432.6555556,161.8555556,class-family
0,1157,2015/1/1,535,1,913.2666667,1254.6,1419.811111,633.7,class-family
0,364,2015/1/1,128,1,911.0666667,1126.0,1158.622222,438.6,class-family
0,1311,2015/1/1,59,1,910.6222222,1014.333333,959.9888889,368.1333333,class-family
4,808,2015/1/1,102,1,906.9111111,1370.577778,1573.644444,665.4,class-family
4,516,2015/1/1,1,1,903.6444444,1832.233333,2249.477778,890.4111111,class-family
4,322,2015/1/1,1448,1,903.2555556,857.5444444,209.7777778,142.4555556,class-family
0,273,2015/1/1,1245,1,892.9666667,1073.1,994.8666667,449.7,class-family
4,867,2015/1/1,242,1,891.6333333,1180.833333,1171.577778,721.1666667,class-family
0,471,2015/1/1,1,1,889.3444444,726.9555556,900.4888889,340.6,class-family
0,731,2015/1/1,516,1,885.9888889,746.9666667,1246.455556,377.9777778,class-family
0,1118,2015/1/1,198,1,874.2222222,1167.333333,1389.344444,550.8111111,class-family
0,952,2015/1/1,1,1,873.7555556,1192.588889,1341.433333,551.7666667,class-family
0,191,2015/1/1,74,1,871.9222222,1035.977778,1194.377778,519.9777778,class-family
0,762,2015/1/1,206,1,865.7,855.4777778,1154.077778,449.2666667,class-family
4,303,2015/1/1,1,1,861.1444444,1515.7,1483.155556,619.7444444,class-family
4,222,2015/1/1,370,1,860.0222222,771.3333333,479.1111111,357.5111111,class-family
4,1001,2015/1/1,583,1,859.3111111,753.8666667,1460.911111,353.8,class-family
4,494,2015/1/1,1,1,857.4111111,221.0111111,767.2666667,779.5222222,class-family
0,286,2015/1/1,379,1,854.5666667,1020.677778,963.6777778,422.0888889,class-family
0,883,2015/1/1,31,1,849.6555556,1059.277778,1142.444444,555.5,class-family
0,841,2015/1/1,109,1,848.0333333,821.8555556,897.8666667,252.7111111,class-family
0,265,2015/1/1,547,1,847.1333333,933.9,1227.633333,445.8777778,class-family
4,511,2015/1/1,1,1,843.9777778,537.6777778,519.8555556,38.26666667,class-family
0,771,2015/1/1,364,1,843.9333333,578.1,805.0666667,233.1555556,class-family
4,218,2015/1/1,428,1,842.9111111,696.9777778,1742.772222,556.6111111,class-family
4,984,2015/1/1,249,1,836.6666667,571.2,802.1777778,121.1666667,class-family
0,67,2015/1/1,662,1,834.8444444,564.6333333,1032.266667,374.9222222,class-family
0,59,2015/1/1,593,1,829.9,538.3333333,610.4,243.5555556,class-family
0,215,2015/1/1,161,1,829.6333333,546.9777778,949.0555556,266.3666667,class-family
0,46,2015/1/1,291,1,829.3555556,979.3666667,1271.088889,579.1777778,class-family
0,909,2015/1/1,329,1,828.3666667,1166.377778,1329.022222,504.5,class-family
4,578,2015/1/1,1,1,827.6666667,1356.855556,1534.055556,291.6666667,class-family
4,495,2015/1/1,1,1,827.5333333,1082.644444,2312.366667,722.9555556,class-family
0,1304,2015/1/1,1036,1,825.7888889,972.3333333,1252.966667,453.9222222,class-family
0,1060,2015/1/1,103,1,819.6333333,510.5444444,853.9444444,243.6888889,class-family
0,304,2015/1/1,612,1,816.9444444,570.8,739.5,292.9777778,class-family
0,421,2015/1/1,610,1,816.8444444,904.1,781.5888889,497.6555556,class-family
4,579,2015/1/1,1,1,816.1,1386.0,1608.088889,698.8555556,class-family
0,943,2015/1/1,18,1,815.9111111,1233.977778,1436.111111,546.7222222,class-family
0,395,2015/1/1,778,1,815.5777778,771.8111111,1074.611111,543.1333333,class-family
0,1419,2015/1/1,408,1,813.1444444,1027.311111,1222.788889,657.2555556,class-family
0,1172,2015/1/1,203,1,812.2,841.8333333,1164.677778,374.3,class-family
0,481,2015/1/1,196,1,811.8111111,971.9888889,804.6222222,375.7,class-family
0,1028,2015/1/1,272,1,811.5222222,985.1333333,1117.544444,471.2444444,class-family
4,132,2015/1/1,177,1,809.4,1778.944444,1795.277778,1024.288889,class-family
0,1100,2015/1/1,81,1,805.2222222,1000.3,854.7333333,482.7888889,class-family
4,1049,2015/1/1,190,1,803.4555556,389.6222222,669.3666667,168.3111111,class-family
4,232,2015/1/1,102,1,802.7222222,1005.211111,1705.111111,95.01111111,class-family
0,720,2015/1/1,405,1,801.8,667.9666667,1065.466667,317.7777778,class-family
4,1087,2015/1/1,211,1,801.3888889,1609.055556,1208.877778,423.5888889,class-family
0,360,2015/1/1,1,1,801.1,1072.2,736.2111111,492.7222222,class-family
4,508,2015/1/1,1,1,799.5777778,715.4777778,602.9111111,15.02222222,class-family
0,1446,2015/1/1,266,1,799.5111111,757.9888889,675.9333333,357.9666667,class-family
4,607,2015/1/1,1,1,793.9666667,329.9666667,512.8777778,1.011111111,class-family
4,1108,2015/1/1,496,1,787.7444444,713.0555556,802.2555556,74.38888889,class-family
0,475,2015/1/1,54,1,786.2333333,1242.866667,1063.666667,549.3888889,class-family
0,571,2015/1/1,1,1,786.0555556,947.7111111,528.5777778,439.5333333,class-family
0,496,2015/1/1,1,1,785.0111111,556.5555556,689.4888889,425.2111111,class-family
0,772,2015/1/1,254,1,773.0888889,775.7555556,922.9111111,382.9222222,class-family
0,120,2015/1/1,168,1,763.7,895.4888889,574.1333333,413.6444444,class-family
0,3,2015/1/1,385,1,762.7666667,952.4222222,1172.688889,553.3555556,class-family
4,122,2015/1/1,15,1,761.9111111,497.1888889,416.0,182.2444444,class-family
4,1270,2015/1/1,129,1,761.8555556,660.1,1380.7,362.1333333,class-family
4,489,2015/1/1,1,1,760.4555556,747.5,1296.233333,276.8,class-family
4,266,2015/1/1,10,1,760.3111111,1358.644444,1216.966667,488.9,class-family
0,1002,2015/1/1,1,1,759.3666667,913.9444444,918.1,378.9,class-family
4,430,2015/1/1,1,1,758.4555556,541.4111111,1200.766667,371.5111111,class-family
0,888,2015/1/1,218,1,758.0555556,984.4,1097.333333,474.7888889,class-family
0,849,2015/1/1,263,1,756.0444444,893.8888889,1152.533333,404.2,class-family
4,219,2015/1/1,1430,1,750.2555556,97.07777778,58.56666667,130.4888889,class-family
0,147,2015/1/1,141,1,748.8333333,509.3666667,441.3,376.4111111,class-family
4,1225,2015/1/1,68,1,745.6888889,1356.811111,1246.388889,560.0444444,class-family
4,822,2015/1/1,35,1,743.0888889,890.4555556,531.1222222,556.3333333,class-family
0,1238,2015/1/1,170,1,742.0444444,395.3555556,587.3,201.7555556,class-family
0,931,2015/1/1,15,1,737.8333333,926.1222222,786.8666667,541.5333333,class-family
0,850,2015/1/1,1,1,736.1444444,851.8222222,607.7777778,532.1444444,class-family
0,1394,2015/1/1,71,1,733.2333333,789.2222222,1052.422222,387.3444444,class-family
4,875,2015/1/1,491,1,731.9777778,1580.388889,1588.755556,646.6,class-family
0,926,2015/1/1,62,1,731.8888889,785.5444444,1202.644444,292.2888889,class-family
4,1115,2015/1/1,31,1,730.9555556,911.1555556,1229.733333,618.9333333,class-family
0,1025,2015/1/1,154,1,729.2777778,473.6111111,807.2222222,233.8888889,class-family
4,411,2015/1/1,1889,1,727.7,900.0666667,1669.144444,421.6111111,class-family
0,329,2015/1/1,68,1,725.0,874.8222222,1089.922222,515.8555556,class-family
0,1007,2015/1/1,330,1,723.7222222,473.9888889,627.2555556,198.1555556,class-family
4,791,2015/1/1,66,1,722.5888889,1413.011111,1270.133333,1099.088889,class-family
0,782,2015/1/1,271,1,721.3,736.7111111,914.6888889,357.0777778,class-family
4,552,2015/1/1,1,1,715.2666667,788.9777778,1888.722222,1069.333333,class-family
4,583,2015/1/1,1,1,713.6888889,381.6,761.2,1.011111111,class-family
0,365,2015/1/1,549,1,706.7888889,690.1555556,726.8,331.4444444,class-family
0,979,2015/1/1,225,1,704.2111111,605.1333333,897.4888889,314.0,class-family
0,699,2015/1/1,126,1,703.6666667,892.2,1055.366667,451.2,class-family
0,15,2015/1/1,88,1,703.3111111,454.1,492.5111111,204.0666667,class-family
4,1285,2015/1/1,262,1,702.9111111,1464.877778,1956.0,308.7444444,class-family
0,32,2015/1/1,489,1,697.3666667,738.1,731.6555556,360.4666667,class-family
0,845,2015/1/1,191,1,695.7,662.9666667,906.1888889,335.6555556,class-family
0,28,2015/1/1,155,1,695.4111111,755.5555556,909.3333333,401.9888889,class-family
4,1293,2015/1/1,245,1,695.1888889,862.0,1456.877778,577.3666667,class-family
0,114,2015/1/1,151,1,693.9888889,415.9555556,564.9333333,224.3555556,class-family
0,858,2015/1/1,162,1,692.4555556,413.5111111,822.3,262.3777778,class-family
0,939,2015/1/1,69,1,692.4444444,985.8777778,1049.933333,461.5222222,class-family
0,1248,2015/1/1,52,1,691.9666667,1003.433333,818.8777778,407.0666667,class-family
0,721,2015/1/1,1295,1,690.5666667,370.6111111,533.7333333,192.8888889,class-family
0,337,2015/1/1,25,1,690.0777778,975.6,1021.722222,510.9888889,class-family
0,934,2015/1/1,436,1,684.7111111,756.2611111,1058.955556,410.1555556,class-family
0,917,2015/1/1,364,1,684.5222222,712.8333333,998.0888889,382.6,class-family
4,729,2015/1/1,1251,1,681.7555556,775.4111111,1675.544444,247.9888889,class-family
0,1317,2015/1/1,441,1,681.6888889,482.7444444,762.0888889,168.2,class-family
0,33,2015/1/1,57,1,678.0111111,447.5,674.3888889,272.7888889,class-family
4,962,2015/1/1,47,1,677.7444444,1109.444444,862.5555556,587.3888889,class-family
4,746,2015/1/1,433,1,677.5,922.3111111,1652.1,516.0111111,class-family
4,37,2015/1/1,209,1,673.4333333,994.8111111,1359.7,650.0666667,class-family
4,92,2015/1/1,1574,1,671.9,1390.466667,857.9777778,96.63333333,class-family
0,773,2015/1/1,172,1,670.8444444,1052.955556,1064.988889,451.0,class-family
4,205,2015/1/1,181,1,669.4444444,1246.066667,1116.655556,654.6,class-family
0,188,2015/1/1,308,1,667.9666667,549.9666667,864.2444444,318.2333333,class-family
0,545,2015/1/1,1,1,664.6444444,474.1333333,1041.811111,305.1444444,class-family
0,193,2015/1/1,153,1,664.6111111,652.7666667,669.3888889,332.2555556,class-family
4,766,2015/1/1,1,1,661.3666667,1075.733333,690.3444444,553.1111111,class-family
